article_id,condition,prompt_id,run,source,title,school_type,state,bias_score,justification,input_tokens,output_tokens
20,,,,wikipedia,Murray–Wright High School,,,0,"Article is purely factual and neutral, presenting historical information about the school's opening, mergers, name origin, and documented incidents with objective language and no editorial bias or selective framing.",1473,58
21,,,,wikipedia,Wapsie Valley High School,,,0,"Article is purely factual and neutral, presenting only basic descriptive information about the school's location, athletic programs, and championship history without any editorial language, subjective framing, or bias toward any perspective.",1059,62
22,,,,wikipedia,Mustang High School,,,0,"Article presents purely factual information about school location, facilities, student population, sports offerings, and achievements without editorial voice, subjective language, or advocacy for any perspective.",1095,54
23,,,,wikipedia,Pflugerville High School,,,0,"The article is purely factual, presenting historical information about Pflugerville High School with objective language, specific dates, statistics, and verifiable claims without editorial framing or bias toward any perspective.",1560,60
24,,,,wikipedia,The Classic (newspaper),,,0,"The article is factual and neutral, presenting verifiable information about The Classic newspaper's history, awards, and policies with no charged language, selective framing, or editorial bias.",1438,56
25,,,,wikipedia,Norwell High School (Indiana),,,0,"Article is purely factual, presenting verifiable information about school location, history, consolidation, athletic achievements, and awards with neutral language and no editorial framing or bias.",1274,55
26,,,,wikipedia,Parkview Baptist High School,,,2,"The article presents factual information but includes selective framing regarding the school's founding that emphasizes its segregationist origins ('parental fears of public funding allowing legal integration') while the claim about 'changed advertising and enrollment practices' is presented as a signal without substantiation, creating subtle bias against the institution.",1211,83
27,,,,wikipedia,Stallworth Stadium,,,0,"The article presents factual information about the stadium's location, capacity, history, and uses with neutral language and no detectable editorial bias or selective framing.",1149,52
28,,,,wikipedia,Hephzibah High School,,,0,"Article is purely factual and neutral, presenting historical information about the school's establishment, buildings, and notable events without editorial commentary, charged language, or bias toward any perspective.",1529,55
29,,,,wikipedia,Algona High School,,,0,"The article is purely factual, presenting only verifiable information about the school's location, history, facilities, and athletic achievements without editorial commentary, loaded language, or bias toward any perspective.",1086,58
30,,,,wikipedia,Vilonia High School,,,0,"The article is purely factual and objective, presenting historical information, facilities, curricula, and programs with neutral language and no editorial framing or advocacy for any particular perspective.",1494,55
31,,,,wikipedia,Middlebury Union High School,,,0,"Article is purely factual, reporting on school founding date, location, student enrollment, rankings, programs, clubs, mascot, and sports achievements without editorial language, subjective framing, or advocacy for any particular perspective.",1058,65
32,,,,wikipedia,Paradigm High School,,,2,"The article contains subtle bias through selective emphasis and framing: it emphasizes academic struggles (F grade, low proficiency) prominently while burying positive performance metrics (ACT scores equal to or better than state averages) later, uses the word 'Coincidentally' to suggest the high opt-out rate explains away poor SAGE performance without exploring other factors, and dedicates disproportionate space to celebrating minor achievements (chess team third place, Academic Decathlon upset) that seem included to counterbalance negative information.",1328,130
33,,,,wikipedia,"Lutheran High School (Springfield, Illinois)",,,0,"Article contains only factual information about the school's founding, accreditation, enrollment statistics, and organizational memberships with no editorial framing, subjective language, or bias.",915,56
34,,,,wikipedia,Delcastle Technical High School,,,0,"Article is purely factual and neutral, presenting objective information about the school's history, programs, structure, and statistics without editorial language, advocacy, or selective framing of any perspective.",1365,57
35,,,,wikipedia,Gustine High School (Texas),,,0,"The article is purely factual, providing objective information about school location, classification, ratings, and sports offerings with no editorial framing, charged language, or bias toward any perspective.",904,56
36,,,,wikipedia,Woodbury High School (Minnesota),,,0,"Article presents factual information about school statistics, rankings, sports achievements, and a legal case with neutral language, balanced treatment of the safe zones controversy including both the school's and student's perspectives, and no detectable editorial bias or charged language.",1541,69
37,,,,wikipedia,Katy High School,,,0,"Article is purely factual and neutral, presenting only objective information about the school's location, grades served, history, athletic achievements, and feeder schools with no editorial voice or bias.",1094,57
38,,,,wikipedia,Sunrise 4A Region,,,0,"The article is purely factual and objective, presenting organizational details about the Sunrise 4A Region with neutral language, specific dates, enrollment figures, and structural information without editorial commentary or bias toward any perspective.",1480,62
39,,,,wikipedia,Holly Springs High School,,,0,"Article is purely factual, presenting objective information about the school's location, athletic association membership, sports programs, and historical achievements without editorial voice, bias, or selective framing.",1021,56
40,,,,wikipedia,Gallatin High School (Tennessee),,,0,"Article is purely factual, presenting verifiable information about the school's history, facilities, and achievements in neutral language without editorial framing or selective emphasis of any perspective.",1299,54
41,,,,wikipedia,Westminster High School (Maryland),,,0,"Article is purely factual, presenting only objective information about the school's programs, facilities, and tournament achievements without editorial commentary, subjective language, or bias toward any perspective.",1435,55
42,,,,wikipedia,"West High School (Phoenix, Arizona)",,,0,"Article presents factual information about West High School's history, architecture, and closure with no editorial voice, charged language, or selective framing of competing perspectives.",1017,52
43,,,,wikipedia,East Hollywood High School,,,0,"Article is purely factual and informational, presenting objective descriptions of the school's structure, programs, and accomplishments without editorial commentary, charged language, or advocacy for any particular viewpoint.",1307,64
44,,,,wikipedia,Rogers High School (Rhode Island),,,3,"Moderate bias shown through selective inclusion of a recent criminal incident with racial identifiers ('two African American teenagers') that appears gratuitously detailed and disproportionately emphasized relative to other historical facts in an otherwise factual article, suggesting editorial framing to highlight a particular narrative.",1129,77
45,,,,wikipedia,Texas High School,,,0,"Article is purely factual, presenting historical information, school classifications, architectural details, and athletic achievements with objective language and no editorial framing or bias.",1193,50
46,,,,wikipedia,Kennedy High School (Colorado),,,0,"Article is purely factual and neutral, presenting historical information, demographic data, and school programs without editorial language, loaded words, or advocacy for any particular perspective.",1293,52
47,,,,wikipedia,Northwest Cabarrus High School,,,0,"This article is purely factual, presenting objective information about the school's location, founding, academic programs, athletics, and activities without editorial commentary, loaded language, or selective framing of events.",1317,59
48,,,,wikipedia,"Clarke County High School (Berryville, Virginia)",,,0,"Article is purely factual, presenting historical information, rankings, facilities, and program offerings in neutral language without editorial commentary or bias toward any perspective.",1478,49
49,,,,wikipedia,Whitmore Lake Secondary School,,,0,"Article is purely factual, presenting only objective information about the school's location, grades served, building history, athletic conference, colors, and sports offerings with no editorial framing or bias.",902,58
50,,,,wikipedia,Illiana Christian High School,,,0,"Article is purely factual, presenting historical information, enrollment statistics, athletic achievements, and campus details in neutral language without editorial framing or bias toward any perspective.",1312,52
51,,,,wikipedia,"Westover High School (Fayetteville, North Carolina)",,,0,"Article is factual and objective, presenting historical information about the school's founding, consolidation, construction, and athletic achievements without editorial commentary, charged language, or selective framing of perspectives.",1297,58
52,,,,wikipedia,"Avondale High School (DeKalb County, Georgia)",,,0,"The article presents factual information about Avondale High School's history, closure, athletic achievements, and academic decline in an objective manner without editorial commentary, charged language, or selective framing of competing perspectives.",1214,63
53,,,,wikipedia,Emmaus High School,,,0,"Article is purely factual and neutral, presenting objective information about the school's location, enrollment statistics, academic programs, historical timeline, and district structure without editorial commentary or bias.",1513,55
54,,,,wikipedia,St. Augustine High School (Florida),,,0,"Article is purely factual and neutral, presenting objective information about school programs, facilities, academic offerings, and athletics statistics without editorial framing, charged language, or bias toward any perspective.",1463,57
55,,,,wikipedia,John F. Kennedy Memorial High School (New Jersey),,,0,"The article is purely factual, presenting objective information about school enrollment, rankings, history, demographics, and athletic conference membership without editorial framing, opinion, or selective presentation of competing perspectives.",1553,58
56,,,,wikipedia,Charter High School of the Arts,,,0,"The article presents only factual information about the school's founding, location, founder, admission process, and unique characteristics without editorial commentary, charged language, or advocacy for any particular viewpoint.",969,58
57,,,,wikipedia,"Sweetwater High School (Sweetwater, Tennessee)",,,0,"Article is purely factual, presenting historical dates, enrollment numbers, construction costs, and demographic data in neutral language without editorial framing or advocacy for any perspective.",1573,52
58,,,,wikipedia,Allen Central High School,,,0,"The article is purely factual and encyclopedic, presenting historical information about the school's founding, facilities, consolidation, and curriculum in neutral language with balanced coverage of the Confederate symbolism controversy by acknowledging both that 'many consider them to be racist symbols' and that 'there is also support in the county for retaining the symbols.'",1434,91
59,,,,wikipedia,WWEB,,,0,"The article is purely factual, presenting verifiable information about the radio station's history, technical specifications, ownership, and license dates without editorial voice, charged language, or selective framing of perspectives.",1148,60
60,,,,wikipedia,High school radio,,,0,"Article presents factual information about high school radio stations with historical dates, technical specifications, and station details in objective language, without editorial framing or bias toward any perspective.",1537,54
61,,,,wikipedia,Banning Academies of Creative and Innovative Sciences,,,0,"The article presents factual information about the school's history, location, administrative structure, and timeline without editorial language, loaded word choice, or advocacy for any particular perspective.",983,54
62,,,,wikipedia,Snow Hill High School,,,0,"The article presents factual information about Snow Hill High School's location, building specifications, renovation costs, graduation rates, and band achievements without editorial language, charged vocabulary, or selective framing favoring any perspective.",1172,62
63,,,,wikipedia,"Fairview High School (Sherwood, Ohio)",,,0,"Article is purely factual and neutral, presenting straightforward information about the school's history, naming process, and current programs without editorial voice, subjective language, or bias toward any perspective.",1199,58
64,,,,wikipedia,Kaufman High School,,,0,"Article is purely factual, presenting only objective information about school classifications, ratings, sports competitions, and historical achievements without editorial voice or bias.",1078,48
65,,,,wikipedia,West Caldwell High School,,,0,"Article is purely factual, presenting only objective information about the school's location, district, athletic classification, conference membership, colors, mascot, and available sports with no editorial voice, loaded language, or bias.",942,63
66,,,,wikipedia,"Blair High School (Pasadena, California)",,,0,"Article is purely factual, presenting historical information about Blair High School's programs, leadership changes, budget challenges, and construction projects with neutral language and no detectable editorial bias or advocacy.",1492,57
67,,,,wikipedia,Magnolia West High School,,,0,"Article is purely factual, presenting objective information about school location, enrollment statistics, ethnic distribution, academic ratings, athletic programs, and clubs without editorial voice, bias, or selective framing.",1222,58
68,,,,wikipedia,William H. Turner Technical Arts High School,,,0,"The article is purely factual and neutral, presenting only verifiable information about the school's location, rankings, programs, demographics, and history without editorial commentary, selective framing, or charged language.",1433,60
69,,,,wikipedia,Northeast Metropolitan Regional Vocational High School,,,0,"Article is purely factual, presenting objective information about the school's location, programs, history, and recent developments without editorial commentary, charged language, or bias toward any perspective.",1419,55
70,,,,wikipedia,Franklin Community High School,,,0,"Article is purely factual, presenting only objective information about the school's location, establishment date, enrollment, facilities, athletic teams, and conference affiliation with no editorial voice or bias.",999,57
71,,,,wikipedia,St. Ignatius College Preparatory,,,0,"Article is purely factual and encyclopedic, presenting historical information, institutional data, and statistics without editorial framing, charged language, or selective emphasis of particular perspectives.",1558,54
72,,,,wikipedia,Littleton High School (Colorado),,,0,"The article is purely factual, presenting historical information about the school's construction, renovations, architects, contractors, costs, and dates in neutral, objective language without editorial commentary or bias toward any perspective.",1547,61
73,,,,wikipedia,Aledo High School (Texas),,,0,"Article presents purely factual information about school location, demographics, athletic achievements, and band accomplishments with no editorial framing, charged language, or selective omission of perspectives.",1786,55
74,,,,wikipedia,Lovejoy High School (Georgia),,,0,"The article is purely factual and neutral, presenting basic information about the school's location, programs, athletic achievements, and a factual statement about a tragic incident with no editorial language or bias.",1225,59
75,,,,wikipedia,James Ford Rhodes High School,,,0,"The article is purely factual, providing only verifiable information about the school's location, district affiliation, naming origin, and available archival resources without any editorial framing, opinion, or selective emphasis.",892,62
76,,,,wikipedia,Durand Jr./Sr. High School,,,0,"Article is purely factual, presenting only objective information about the school's location, programs, activities, and conference history without editorial voice, charged language, or selective framing.",1033,55
77,,,,wikipedia,George Walton Comprehensive High School,,,0,"Article is purely factual, presenting verifiable information about the school's history, rankings, facilities, and staffing with neutral language and no detectable editorial bias or advocacy.",1522,55
78,,,,wikipedia,Paterson Charter School for Science and Technology,,,1,"Nearly neutral with subtle framing: the article is predominantly factual and objective, but the phrase 'The school has sparked controversy, as it has been linked to the educational network of cleric Fetullah Gulen by local media' introduces a potentially charged assertion without context or balance, slightly favoring a negative framing while attributing it to 'local media.'",1336,96
79,,,,wikipedia,Bonita High School,,,0,"Article is purely factual, presenting historical dates, locations, and achievements without editorial framing, charged language, or bias toward any perspective.",1190,48
80,,,,wikipedia,Booker T. Washington High School (Virginia),,,0,"Article is purely factual, presenting historical information about the school's founding, name origin, and notable achievements without editorial language, charged words, or selective framing of perspectives.",1243,55
81,,,,wikipedia,Hermitage High School (Arkansas),,,0,"Article is purely factual, presenting objective information about the school's location, accreditation, curriculum, mascot, and athletic programs without editorial language, bias framing, or advocacy for any particular perspective.",1102,62
82,,,,wikipedia,Walter Johnson High School,,,0,"Article is purely factual, presenting historical information, enrollment data, academic rankings, and facilities details in neutral language without editorial commentary or bias toward any perspective.",1544,51
83,,,,wikipedia,Olney High School,,,0,"The article presents purely factual information about Olney High School's location, history, administrative changes, and architectural features with neutral language and no detectable editorial bias or selective framing.",986,58
84,,,,wikipedia,Blanco High School,,,0,"Article contains purely factual information about school location, classification, enrollment, ratings, and sports offerings with no editorial framing, charged language, or bias toward any perspective.",963,54
85,,,,wikipedia,Bibb County High School,,,0,"The article presents purely factual information about the school's history, buildings, and a basketball record, using objective language with no detectable editorial bias or selective framing of information.",999,56
86,,,,wikipedia,MOT Charter School,,,0,"The article is purely factual, presenting verifiable information about MOT Charter School's establishment, structure, admissions process, academic achievements, and athletic programs without editorial commentary, charged language, or selective framing of opposing viewpoints.",1444,67
87,,,,wikipedia,Nome-Beltz Middle High School,,,0,"The article is purely factual, presenting historical information about the school's founding, naming, facilities, and programs with neutral, objective language and no editorial bias or selective framing.",1280,62
88,,,,wikipedia,Sweet Home High School (Oregon),,,0,"Article is purely factual, presenting straightforward information about school location, demographics, performance metrics, and athletic achievements with no editorial language, selective framing, or advocacy for any perspective.",1238,57
89,,,,wikipedia,"North Central High School (Kershaw, South Carolina)",,,0,"Article is purely factual, presenting historical information, facility details, and tornado damage details with objective language, specific dates, measurements, and official National Weather Service reporting without editorial framing or bias.",1497,59
90,,,,wikipedia,Bushnell-Prairie City High School,,,0,"Article is purely factual and objective, presenting basic information about school location, administration, academic offerings, sports programs, and historical facts without editorial voice, charged language, or selective framing of any perspective.",1494,61
91,,,,wikipedia,Valley Stream South High School,,,0,"Article is purely factual, presenting verifiable information about school location, establishment date, enrollment statistics, demographics, architectural details, and historical rankings without editorial commentary, loaded language, or bias toward any perspective.",1510,61
92,,,,wikipedia,Appleton North High School,,,0,"Article is purely factual, presenting verifiable information about the school's history, achievements, and programs with neutral language and no editorial commentary or selective framing.",1507,52
93,,,,wikipedia,Chase Collegiate School,,,0,"The article presents factual information about the school's history, enrollment, mergers, name changes, and closure in a neutral, objective manner without editorial language, charged words, or selective framing of competing viewpoints.",1235,64
94,,,,wikipedia,Musselman High School,,,0,"The article is factual and neutral, presenting historical information about the school's founding, naming, facilities, and early operations without editorial commentary, charged language, or bias toward any perspective.",1481,57
95,,,,wikipedia,Lorain High School,,,0,"The article is a factual historical account of Lorain High School's founding and development, presenting dates, enrollment figures, building information, and organizational changes in neutral language without editorial commentary or bias.",1484,60
96,,,,wikipedia,Monrovia High School,,,0,"The article is purely factual and neutral, presenting only verifiable information about the school's location, history, facilities, programs, and notable events without editorial commentary, charged language, or bias toward any perspective.",1444,62
97,,,,wikipedia,John R. Mott High School,,,0,"Article is purely factual, providing basic institutional information about the school's location, district affiliation, mascot, sports conferences, and athletic achievements without editorial commentary or bias.",893,55
98,,,,wikipedia,Mount Juliet High School,,,0,"Article is purely factual, presenting objective information about the school's location, programs, athletic achievements, leadership changes, and student clubs without editorial voice, charged language, or selective framing of competing perspectives.",1655,61
99,,,,wikipedia,Council Rock High School North,,,0,"Article is purely factual, presenting verifiable information about school location, history, academics, and rankings with neutral language and no editorial bias or selective framing.",1472,52
100,,,,wikipedia,Eastern Hills High School,,,0,"The article presents factual information about the school's history, achievements, programs, and notable alumni in a straightforward manner without editorial language, charged vocabulary, or clear favor toward any perspective.",1417,58
101,,,,wikipedia,Eli Whitney Technical High School,,,0,"The article is purely factual, presenting only objective information about the school's location, affiliation, and programs without any editorial framing, loaded language, or bias toward any perspective.",873,57
102,,,,wikipedia,Weiner High School,,,0,"Article is factual and neutral, presenting closure details, statistics, stakeholder positions (superintendent, residents, legislators), and comparative test data without editorial language or selective framing.",1496,55
103,,,,wikipedia,Pasadena Memorial Stadium,,,0,"Article is purely factual, presenting straightforward information about stadium history, capacity, usage, and naming dedications without editorial commentary, charged language, or selective framing.",1046,54
104,,,,wikipedia,Cleburne High School,,,0,"Article is purely factual, presenting historical information about Cleburne High School with dates, names, and achievements in neutral, objective language without editorial commentary or bias toward any perspective.",1044,57
105,,,,wikipedia,Blessed Trinity Catholic High School,,,0,"Article is purely factual and neutral, presenting verifiable information about the school's founding, growth, programs, and achievements without editorial commentary, charged language, or selective framing of perspectives.",1490,58
106,,,,wikipedia,Winfield High School (Kansas),,,0,"Article presents purely factual historical information about school construction, facilities, and programs with objective language and no editorial framing or bias.",1086,46
107,,,,wikipedia,"Los Altos High School (Los Altos, California)",,,0,"The article is purely factual and neutral, presenting verifiable information about the school's history, location, administration, demographics, rankings, and notable events without editorial commentary or biased language.",1546,58
108,,,,wikipedia,Eulalio Tordil shootings,,,0,"The article presents factual information about the shooting spree with neutral language, chronological reporting of events, and objective descriptions of what occurred without editorial commentary, charged language, or selective framing that favors any perspective.",1531,64
109,,,,wikipedia,Sullivan South High School,,,0,"The article is purely factual and neutral, presenting information about the school's history, closure, academics, and programs without editorial language, selective framing, or bias toward any perspective.",1344,57
110,,,,wikipedia,Saugus High School (California),,,0,"The article is purely factual and neutral, providing objective descriptions of the school's physical layout, building locations, and facilities without any editorial commentary, charged language, or bias toward any perspective.",1512,58
111,,,,wikipedia,Greece Athena High School,,,0,"The article is purely factual, presenting verifiable information about the school's location, facilities, notable visitors, and a significant athletic event with objective language and no editorial stance or bias.",1015,57
112,,,,wikipedia,Paw Paw High School (Michigan),,,0,"Article is purely factual, presenting enrollment statistics, rankings, demographic data, and institutional facts without editorial commentary, charged language, or selective framing of the mascot change.",1164,55
113,,,,wikipedia,Rahway High School,,,0,"Article is purely factual, presenting verifiable information about school enrollment, accreditation status, rankings, AP programs, and athletic conference affiliation without editorial framing, charged language, or selective emphasis favoring any perspective.",1516,65
114,,,,wikipedia,The Classical Academy (Colorado),,,0,"Article is purely factual and neutral, presenting verifiable information about school location, rankings, facilities, policies, and awards without editorial voice, charged language, or selective framing of perspectives.",1450,58
115,,,,wikipedia,Winston-Salem Preparatory Academy,,,0,"Article is purely factual and neutral, presenting objective information about school location, enrollment, admissions process, and athletic achievements without editorial commentary or biased language.",1065,52
116,,,,wikipedia,Southwestern Central High School,,,0,"Article is purely factual, presenting objective information about school location, demographics, academic performance, and athletic achievements with specific dates, records, and accomplishments without editorial voice or bias.",1259,56
117,,,,wikipedia,Woodrow Wilson High School (Dallas),,,0,"Article is purely factual and neutral, presenting historical information about the school's architecture, founding, achievements (IB certification, historic designations), and demographics without editorial framing, charged language, or selective presentation of conflicting viewpoints.",1506,68
118,,,,wikipedia,Caledonia High School (Minnesota),,,0,"The article is purely factual, presenting verifiable information about the school's location, mascot, facilities, administrative changes, and athletic achievements with specific scores and years, without editorial voice or bias.",1624,60
119,,,,wikipedia,Marriotts Ridge High School,,,0,"Article is purely factual and encyclopedic, presenting factual information about the school's location, history, rankings, and achievements without editorial voice, charged language, or bias toward any perspective.",1601,59
120,,,,wikipedia,Sam Barlow High School,,,0,"Article is purely factual, presenting straightforward information about the school's history, enrollment, achievements, and incidents using neutral language without editorial framing or bias.",1435,52
121,,,,wikipedia,"Patrick Henry High School (Stockbridge, Georgia)",,,0,"Article is purely factual, presenting dates, locations, and historical events in neutral language without editorial framing, charged vocabulary, or selective presentation of opposing views.",1060,52
122,,,,wikipedia,Fort Myers Senior High School,,,0,"The article is purely factual and neutral, presenting historical information about the school's founding, programs, and facilities with objective language and no editorial bias or selective framing of events.",1489,56
123,,,,wikipedia,Mesorah High School for Girls,,,0,"The article is purely factual, presenting only verifiable information about the school's founding, location, enrollment, curriculum, and dress code without editorial framing, charged language, or advocacy for any perspective.",917,61
124,,,,wikipedia,Cristo Rey Atlanta Jesuit High School,,,0,"The article presents purely factual information about the school's founding, location, admission criteria, programs, and facilities without editorial commentary, charged language, or selective framing of perspectives.",1089,56
125,,,,wikipedia,El Camino Fundamental High School,,,0,"The article is purely factual and objective, presenting straightforward information about the school's history, programs, staff, and achievements without editorial language, bias toward any perspective, or charged framing.",1367,59
126,,,,wikipedia,O'Farrell Community School,,,0,"Article is factual and neutral, presenting verifiable information about the school's history, structure, and accomplishments without editorial language, charged framing, or selective omission of counterarguments.",1411,59
127,,,,wikipedia,Wyoming High School (Ohio),,,0,"Article is purely factual and neutral, providing straightforward information about Wyoming High School's programs, facilities, activities, and history without editorial commentary, loaded language, or bias toward any perspective.",1463,58
128,,,,wikipedia,Comstock Compass High School,,,0,"Article presents purely factual information about school programs, enrollment numbers, curriculum requirements, and offerings without editorial voice, subjective language, or bias toward any perspective.",1005,52
129,,,,wikipedia,Pine Junior/Senior High School,,,0,"Article is purely factual, presenting only verifiable information about location, administration, mascot, historical events, and athletic affiliations with no editorial framing, charged language, or bias toward any perspective.",905,61
130,,,,wikipedia,King's Fork High School,,,0,"Article presents factual information about the school's location, founding, programs, and athletic achievements with neutral language and no detectable editorial bias or selective framing.",1217,52
131,,,,wikipedia,Fannin County High School,,,2,"The article contains subtle bias through its framing of the cancelled play, particularly the parenthetical description that contextualizes The Crucible's themes ('warns of the dangers of moral hysteria') in a way that implicitly validates the play's educational merit while characterizing parent concerns dismissively through scare quotes around 'too demonic,' suggesting their objections were unfounded or unreasonable.",950,102
132,,,,wikipedia,Indio High School,,,0,"Article presents factual information about Indio High School's location, enrollment, history, and district changes with neutral language and no detectable editorial bias or selective framing.",1542,55
133,,,,wikipedia,"Lafayette High School (Buffalo, New York)",,,0,"The article is purely factual, presenting historical information about the school's founding, architecture, name change, academic status, and leadership chronology without editorial commentary or charged language.",1437,55
134,,,,wikipedia,George D. Warriner High School for Personalized Learning,,,0,"The article presents purely factual information about the school's history, location, and offerings with neutral language and no detectable editorial bias or advocacy for any perspective.",1058,52
135,,,,wikipedia,"Freedom High School (Orlando, Florida)",,,0,"Article is purely factual and informational, presenting basic biographical details about the school including its founding, location, programs, and academic offerings without editorial commentary, charged language, or selective framing of perspectives.",1424,61
136,,,,wikipedia,Buford High School (Georgia),,,0,"Article is purely factual, presenting only verifiable information about the school's location, founding date, awards, test scores, athletic championships, and facilities without editorial voice, subjective language, or competing perspectives.",1451,62
137,,,,wikipedia,Theodore Roosevelt High School (New York City),,,0,"The article presents factual historical information about the school's opening, closure, enrollment changes, and contextual factors (gang activity, drug culture, urban decay) in neutral, encyclopedic language without editorial commentary or bias favoring any perspective.",1483,69
138,,,,wikipedia,John F. Kennedy High School (Oregon),,,0,"Article is purely factual, presenting historical information, statistics, and achievements in neutral language without editorial framing, bias, or opinion.",1122,47
139,,,,wikipedia,Quaker Valley High School,,,0,"The article is purely factual and informational, presenting basic details about the school's location, student population, academic programs, athletics, and support services without any editorial voice, charged language, or selective framing of perspectives.",1509,65
140,,,,wikipedia,Struthers High School,,,0,"Article is purely factual, presenting objective information about location, athletic conference, rankings, and academic metrics without editorial framing, charged language, or selective omission of counterarguments.",956,57
141,,,,wikipedia,Abramson Science and Technology Charter School,,,0,"The article presents factual information about the school's history, management changes, controversies, and performance metrics in a neutral manner, reporting events and statements from various sources without editorial language or selective framing to favor one perspective.",1450,65
142,,,,wikipedia,Chicago Math and Science Academy,,,0,"The article is purely factual and neutral, presenting objective information about the school's ratings, enrollment process, history, and facilities without editorial commentary or charged language.",1347,52
143,,,,wikipedia,"Rosenwald High School (Panama City, Florida)",,,0,"Article presents factual historical information about Rosenwald High School with neutral language, chronological detail, and objective descriptions of the school's current programs and past significance without editorial framing or advocacy.",1320,60
144,,,,wikipedia,John Carroll Catholic High School (Florida),,,0,"Article is purely factual, presenting objective information about the school's location, founding, structure, and academic offerings without editorial language, bias, or selective framing.",976,53
145,,,,wikipedia,Pacheco High School,,,0,"Article is purely factual, presenting objective information about the school's location, facilities, history, and namesake without editorial voice, selective framing, or charged language.",1090,54
146,,,,wikipedia,Mountlake Terrace High School,,,0,"The article is purely factual and neutral, presenting factual information about the school's programs, achievements, and history without editorial voice, charged language, or bias toward any perspective.",1530,56
147,,,,wikipedia,"Independence High School (Independence, Ohio)",,,0,"Article is purely factual, presenting only descriptive information about the school's location, facilities, programs, and athletic achievements with no editorial commentary, loaded language, or selective framing of opposing viewpoints.",1138,61
