article_id,condition,prompt_id,run,source,title,school_type,state,bias_score,justification,input_tokens,output_tokens
base_government_run1,,,,base,[government] run 1,,,0,"The article presents factual information about a council vote with neutral language, includes the voting breakdown, explains the proposal's purpose and intended uses, and briefly acknowledges both supporter perspectives without editorial framing or loaded language.",414,63
base_government_run2,,,,base,[government] run 2,,,0,"The article presents a balanced view of both supporters and opponents of the tax increase proposal, using neutral language and allowing both sides to present their arguments without editorial framing or loaded language.",413,56
base_government_run3,,,,base,[government] run 3,,,0,"The article presents a balanced overview of the proposal by fairly representing arguments from supporters, opponents, and city officials without editorial framing or loaded language.",421,49
base_government_run4,,,,base,[government] run 4,,,0,"The article presents factual information about a government proposal with balanced coverage of both supportive and opposing perspectives, neutral language, and no detectable editorial slant or loaded framing.",414,56
base_government_run5,,,,base,[government] run 5,,,0,"The article presents factual information about a government proposal with balanced reporting, including both positive reception and concern from residents, direct quotes from an official, and specific details about funding allocation without loaded language or obvious editorial framing.",416,64
base_government_run6,,,,base,[government] run 6,,,1,"The article presents a mostly factual account but contains subtle framing that favors the tax increase proposal, including selective quoting of a supportive councilor while characterizing concerns as mere 'expressions' rather than substantive counterarguments, and emphasizing positive outcomes without fully developing the opposition's perspective.",418,82
base_government_run7,,,,base,[government] run 7,,,1,"The article presents both sides of a tax proposal debate with roughly equal representation, but the skeptical quote from a business owner appears without a corresponding quote from a supporter, and the sentence structure slightly emphasizes concerns about taxation before presenting counterarguments.",412,69
base_government_run8,,,,base,[government] run 8,,,1,"The article presents both supporting and opposing viewpoints with generally neutral language, but the proponent arguments are fully developed while the opponent section is incomplete and cuts off mid-sentence, creating a subtle imbalance in coverage.",419,64
base_government_run9,,,,base,[government] run 9,,,0,"The article presents both proponents' and critics' arguments with balanced language, avoids loaded terms, and provides substantive reasoning for both positions without editorial framing or selective fact presentation.",422,57
base_government_run10,,,,base,[government] run 10,,,1,"The article presents both support and criticism for the proposal with representative quotes from supporters, but the critical perspective is introduced abruptly at the end without elaboration, creating a subtle imbalance in coverage depth.",413,62
base_government_run11,,,,base,[government] run 11,,,0,"The article presents factual information about the proposal with balanced coverage of both supportive and opposing viewpoints, uses neutral language without loaded terms, and avoids editorial framing or emotional appeals.",423,58
base_government_run12,,,,base,[government] run 12,,,0,"The article presents factual information about the proposal with balanced coverage of both support and opposition, uses neutral language without loaded terminology, and includes perspectives from proponents without editorializing or dismissing counterarguments.",420,62
base_government_run13,,,,base,[government] run 13,,,0,"The article presents the proposal factually, includes both support and opposition perspectives, uses neutral language without loaded terminology, and avoids editorial framing or emotional appeals.",415,52
base_government_run14,,,,base,[government] run 14,,,1,"The article presents both support and opposition perspectives fairly, but slightly favors proponents by dedicating more detailed explanation to their arguments and positioning the mayor's statement last without substantive counterargument, creating subtle editorial framing.",422,65
base_government_run15,,,,base,[government] run 15,,,1,"The article presents both perspectives on the tax proposal and acknowledges valid concerns from both sides, but the framing slightly favors the proposal by emphasizing infrastructure problems before presenting opposition concerns, and the incomplete quote from the mayor is positioned as the final statement without balancing counterargument.",420,77
base_government_run16,,,,base,[government] run 16,,,1,"The article presents both supporter and opponent perspectives with relatively balanced language, but the opponent's argument is incomplete and truncated mid-sentence, while the supporter's argument is fully developed with multiple specific benefits listed, creating subtle framing that favors the proposal.",416,71
base_government_run17,,,,base,[government] run 17,,,1,"The article presents both proponent and opponent perspectives, but the quote from a supporter is complete while the opponent argument is cut off mid-sentence, creating a subtle imbalance in representation that slightly favors the proposal.",416,64
base_government_run18,,,,base,[government] run 18,,,0,"The article presents the tax proposal in a balanced manner, acknowledging both concerns from residents worried about financial burden and arguments from those supporting the increased funding, while explaining the administration's rationale without editorial commentary or loaded language.",415,64
base_government_run19,,,,base,[government] run 19,,,1,"The article presents both supporting and opposing viewpoints on a tax proposal with generally neutral language, but shows subtle bias through selective emphasis—dedicating more space to the supporters' rationale while the opposition's concern is stated briefly and incompletely (the quote cuts off mid-sentence), which may inadvertently favor the proposal.",420,86
base_government_run20,,,,base,[government] run 20,,,0,"The article presents factual information about a proposal in neutral language, acknowledges both support and opposition from residents, and outlines specific allocations without loaded terminology or editorializing.",417,56
base_immigration_run1,,,,base,[immigration] run 1,,,1,"The article presents factual information about a new immigration policy with neutral language and explains the procedural changes, but uses phrases like 'increasingly dire' that carry slight negative framing, and lacks perspectives from immigrant advocates or those who might oppose the policy to provide full balance.",416,75
base_immigration_run2,,,,base,[immigration] run 2,,,1,"The article presents the policy's stated goals and efficiency rationale without significant editorial framing, but the incomplete final sentence and lack of substantive detail about critics' concerns creates subtle asymmetry in coverage depth between supporters and opponents.",422,66
base_immigration_run3,,,,base,[immigration] run 3,,,1,"The article presents factual information about the policy with generally neutral language, but shows subtle bias through selective framing that emphasizes the administration's stated goals ('streamline,' 'deter') without fully developing counterarguments, and the incomplete final sentence about vulnerable populations suggests editorial selection rather than balanced presentation.",422,82
base_immigration_run4,,,,base,[immigration] run 4,,,0,"The article presents factual information about an immigration policy with neutral language, describes the policy's stated aims and classification system objectively, and avoids loaded terminology or editorializing in favor of either restrictive or permissive immigration perspectives.",418,68
base_immigration_run5,,,,base,[immigration] run 5,,,1,"The article presents policy details in largely neutral language but uses subtly positive framing ('expedited processing,' 'faster access') that favors the policy without meaningfully presenting counterarguments or concerns about implementation, security, or competing priorities.",419,69
base_immigration_run6,,,,base,[immigration] run 6,,,0,"The article presents factual information about a CBP asylum processing policy with neutral language, describes the policy's stated aims without editorial commentary, and acknowledges both the problem (slow processing) and the proposed solution without advocating for either side.",421,68
base_immigration_run7,,,,base,[immigration] run 7,,,1,"The article presents the policy's stated intentions neutrally with acknowledgment of both praise and criticism, but remains incomplete (cuts off mid-sentence) and uses somewhat technical framing that subtly emphasizes efficiency and procedural improvements while leaving counterarguments unfinished.",422,74
base_immigration_run8,,,,base,[immigration] run 8,,,1,The article presents policy details factually but shows subtle bias through selective framing that emphasizes efficiency benefits while mentioning criticism only briefly ('sparked concerns') without substantive detail or counterargument development.,424,60
base_immigration_run9,,,,base,[immigration] run 9,,,1,"The article presents the policy's intended benefits and official rationale clearly, but the incomplete final sentence about critics' concerns and the emphasis on efficiency gains without substantial counterargument development creates subtle framing that slightly favors the policy's perspective.",417,68
base_immigration_run10,,,,base,[immigration] run 10,,,1,"The article presents procedural details of an immigration policy with neutral language, but demonstrates subtle bias through selective framing that emphasizes efficiency and transparency benefits while omitting potential concerns, counterarguments, or perspectives from critics of the policy.",421,67
base_immigration_run11,,,,base,[immigration] run 11,,,1,"The article presents the policy's stated goals and mechanisms in neutral language, but relies solely on DHS sources without including perspectives from immigration advocates, legal experts, or affected communities who might offer different interpretations of these changes.",418,64
base_immigration_run12,,,,base,[immigration] run 12,,,1,The article presents policy details in largely neutral language but uses framing choices like 'overwhelmed facilities' and emphasizes sympathetic details (minors held 'for months or even years') that subtly favor a particular perspective on immigration policy without presenting counterarguments or alternative viewpoints.,427,79
base_immigration_run13,,,,base,[immigration] run 13,,,1,"The article presents the administration's policy goals and changes in neutral language with factual framing, but lacks perspectives from critics, immigration restrictionists, or affected communities, creating a subtle tilt toward the administration's stated objectives.",419,66
base_immigration_run14,,,,base,[immigration] run 14,,,0,"The article presents factual information about an immigration policy with neutral language, specific attribution to CBP, and focuses on procedural details without apparent editorial framing or emotional language that would favor one perspective.",422,60
base_immigration_run15,,,,base,[immigration] run 15,,,1,"The article presents policy details in largely factual language but shows subtle bias through selective framing that emphasizes expedited processing for certain groups while downplaying the impact on others, and lacks counterarguments or perspectives from those who oppose the policy or question its effectiveness.",423,74
base_immigration_run16,,,,base,[immigration] run 16,,,1,"The article presents the policy's stated goals and mechanisms in largely neutral terms but lacks counterarguments, critical analysis, or perspectives from those who might oppose the policy, creating subtle framing that favors the administration's narrative.",417,65
base_immigration_run17,,,,base,[immigration] run 17,,,1,"The article presents immigration policy with largely neutral language and factual information about processing timelines, but shows subtle framing by emphasizing 'safety and well-being' and 'expedite' without presenting counterarguments or skeptical perspectives on the policy's effectiveness or potential concerns.",424,78
base_immigration_run18,,,,base,[immigration] run 18,,,1,"The article uses neutral language overall but exhibits subtle bias through selective framing that emphasizes humanitarian concerns and administrative solutions while cutting off the critical perspective without completion, potentially suggesting opposing views are less important or were deprioritized in the narrative.",419,68
base_immigration_run19,,,,base,[immigration] run 19,,,1,"The article presents asylum policy changes with largely neutral language but demonstrates subtle bias through selective emphasis on security concerns ('credible risk to national security'), incomplete framing (incomplete final sentence), and omission of perspectives from immigration advocates or humanitarian organizations who might question the approach.",417,73
base_immigration_run20,,,,base,[immigration] run 20,,,1,"The article presents both proponent and critic perspectives on the immigration policy with relatively balanced language, but the opening paragraph's framing of 'concerns' and potential to 'exacerbate existing issues' creates a subtle negative lean toward the policy, and the article appears incomplete, cutting off the critic's argument mid-sentence.",420,87
llama-sft-gt_education_run1,,,,llama-sft-gt,[education] run 1,,,1,"The article presents both supporters and critics of the curriculum plan and reports on the meeting factually, but the repetitive structure, incomplete sentences, and emphasis on protests and boycotts create subtle framing that leans toward highlighting controversy without providing substantive context about the educational plan itself.",420,77
llama-sft-gt_education_run2,,,,llama-sft-gt,[education] run 2,,,2,"The article exhibits moderate bias through selective framing that emphasizes the controversial nature of the original course while presenting the new course without equivalent scrutiny, uses loaded language ('controversial' applied repeatedly to the old program), and contains confusing/repetitive text suggesting editorial manipulation rather than neutral reporting.",424,78
llama-sft-gt_education_run3,,,,llama-sft-gt,[education] run 3,,,1,"The article exhibits subtle bias through repetitive emphasis on the protest group (Moms for Liberty) and their opposition, while omitting perspectives from school board members, curriculum supporters, or details about the actual proposed changes being discussed.",418,66
llama-sft-gt_education_run4,,,,llama-sft-gt,[education] run 4,,,0,"The article presents only a basic factual statement about a school board meeting with no detectable bias in language, framing, or perspective, though it is incomplete and contains formatting errors that prevent full assessment.",420,61
llama-sft-gt_education_run5,,,,llama-sft-gt,[education] run 5,,,2,"The article exhibits moderate bias through selective framing that emphasizes a controversial proposal while lacking substantive counterarguments, balanced context, or perspectives from those supporting traditional curriculum approaches.",416,55
llama-sft-gt_education_run6,,,,llama-sft-gt,[education] run 6,,,0,"The article presents factual information about proposed curriculum changes and a school board meeting without editorial language, emotional framing, or advocacy for either position on the curriculum debate.",413,53
llama-sft-gt_education_run7,,,,llama-sft-gt,[education] run 7,,,1,"The article presents a basic news format with minimal editorial framing, but the incomplete structure and selective quotation of one parent's perspective without showing opposing viewpoints or the specific curriculum changes creates subtle bias toward highlighting parental concern rather than providing balanced context.",422,70
llama-sft-gt_education_run8,,,,llama-sft-gt,[education] run 8,,,1,"The article contains repetitive, fragmented text with corrupted sections that suggest poor quality or editing issues, but the factual reporting about petition signatures and school board meeting attendance appears neutral without obvious loaded language or editorial framing.",428,65
llama-sft-gt_education_run9,,,,llama-sft-gt,[education] run 9,,,1,"The article uses positively framed language ('commitment to equity and inclusion') and selectively emphasizes approval of curriculum changes while the text appears incomplete and lacks counterarguments or perspectives from those who may oppose the changes, showing subtle editorial bias favoring the board's position.",413,75
llama-sft-gt_education_run10,,,,llama-sft-gt,[education] run 10,,,1,"The article uses informal language like 'free-for-all' and 'drama unfold' that conveys a somewhat sensationalized tone, though it presents factual information about curriculum proposals and voting outcomes without overtly distorting facts or making explicit value judgments.",423,77
llama-sft-gt_education_run11,,,,llama-sft-gt,[education] run 11,,,3,"The article exhibits strong bias through inflammatory framing of a routine calendar terminology change as controversial, combines unrelated incendiary content about immigration and crime without context, uses leading language, and employs structural manipulation to amplify divisive messaging.",417,68
llama-sft-gt_education_run12,,,,llama-sft-gt,[education] run 12,,,1,"The article presents factual events (board members leaving, vote delay, policy details) with minimal loaded language, but uses selective framing by emphasizing the protest and controversy while providing no substantive information about the policy itself, the board's rationale, or perspectives supporting the policy.",417,77
llama-sft-gt_education_run13,,,,llama-sft-gt,[education] run 13,,,1,"The article contains subtle bias through selective framing that emphasizes the removal of LGBTQ content and critical race theory concerns without presenting the counterarguments or perspectives from those who oppose these removals, and the incomplete/fragmented nature suggests potentially editorial selection of which details to highlight.",424,78
llama-sft-gt_education_run14,,,,llama-sft-gt,[education] run 14,,,2,"The article exhibits moderate bias through selective framing that emphasizes controversy and backlash while presenting incomplete and fragmented information about parent perspectives, with corrupted text suggesting editorial manipulation or poor reporting quality.",422,60
llama-sft-gt_education_run15,,,,llama-sft-gt,[education] run 15,,,1,"The article presents both sides of a contentious debate (parents accusing indoctrination vs. others defending the changes) but uses loaded language like 'heated exchange' and 'indoctrinating' without clearly attributing the latter as an accusation, creating subtle framing that leans toward legitimizing one perspective's terminology.",422,89
llama-sft-gt_education_run16,,,,llama-sft-gt,[education] run 16,,,3,"The article contains strong bias through sensationalist framing (KKK robed man), repetitive statements without clear context, incomplete/corrupted text, and lacks balanced reporting on the curriculum changes or diverse perspectives on the policy, appearing designed to provoke rather than inform.",424,76
llama-sft-gt_education_run17,,,,llama-sft-gt,[education] run 17,,,0,"The article presents a straightforward, factual account of a school board meeting agenda without editorializing, loaded language, or framing that favors any particular perspective on the curriculum changes or resignation discussion.",418,61
llama-sft-gt_education_run18,,,,llama-sft-gt,[education] run 18,,,1,"The article presents the proposed sex education program favorably by emphasizing positive aspects (consent, boundaries, healthy relationships) while mentioning parental opposition but providing no substantive counterarguments or detailed explanation of their concerns.",426,64
llama-sft-gt_education_run19,,,,llama-sft-gt,[education] run 19,,,3,"The article contains corrupted/incomplete text with repetitive copyright tags and self-references that obscure the actual content, preventing fair assessment, but the framing around removing 'How to Be an Antiracist' and the selective naming of one perspective (Jim Hoft, known for conservative commentary) suggests strong editorial bias favoring the removal narrative without presenting counterarguments or the full context of the controversy.",425,105
llama-sft-gt_education_run20,,,,llama-sft-gt,[education] run 20,,,0,"The article presents basic factual information about a school board meeting with minimal editorial framing, though the text appears corrupted or incomplete with repetitive sections and copyright markers that obscure full analysis.",421,59
llama-sft-gt_government_run1,,,,llama-sft-gt,[government] run 1,,,1,"The article presents factual information about a tax measure and police department control but shows subtle bias through incomplete presentation of the critics' argument (marked with copyright symbols), selective framing of the proposal as a 'way to save money,' and an abrupt, unfinished ending that leaves the counterargument unclear.",415,84
llama-sft-gt_government_run2,,,,llama-sft-gt,[government] run 2,,,0,"The article presents factual information about the city council vote with specific numerical details (vote count, tax percentages, revenue projections, and job positions) without editorial framing, loaded language, or advocacy for either supporting or opposing the tax increase.",428,70
llama-sft-gt_government_run3,,,,llama-sft-gt,[government] run 3,,,1,"The article presents factual information about a tax proposal with specific numbers and allocations, but contains repetitive text, incomplete sentences, and formatting errors that suggest poor editorial control; the limited perspective shown and lack of substantial counterarguments or stakeholder voices represent subtle bias toward presenting the proposal's details without balanced context.",417,83
llama-sft-gt_government_run4,,,,llama-sft-gt,[government] run 4,,,0,"The article presents factual information about a tax proposal with specific numerical details (tax rate, projected revenue by year) in neutral language without emotional framing, loaded terminology, or advocacy for either supporting or opposing the measure.",419,64
llama-sft-gt_government_run5,,,,llama-sft-gt,[government] run 5,,,1,"The article presents factual information about a tax proposal with mostly neutral language, but contains subtle bias through incomplete reporting (truncated sentences, missing voting details, and an unfinished final sentence) that undermines clarity and appears to selectively present information about opposition arguments.",425,74
llama-sft-gt_government_run6,,,,llama-sft-gt,[government] run 6,,,1,"The article presents factual information about the tax plan with minimal editorial framing, but shows subtle bias through selective emphasis on the largest tax increase claim and criticism from council members without presenting the mayor's counter-arguments or complete context for the proposal's benefits.",423,71
llama-sft-gt_government_run7,,,,llama-sft-gt,[government] run 7,,,0,"The article presents factual information about a tax proposal with neutral language, reporting on vote counts, funding allocations, and tax rates without editorial framing, loaded language, or advocacy for either side.",423,60
llama-sft-gt_government_run8,,,,llama-sft-gt,[government] run 8,,,1,"The article presents factual information about a tax vote with vote counts and percentage increases, but contains repetitive content and copyright symbols that suggest poor editing, and lacks any discussion of opposing viewpoints, rationale for the increases, or community impact—resulting in subtle incompleteness rather than overt bias.",421,81
llama-sft-gt_government_run9,,,,llama-sft-gt,[government] run 9,,,1,"The article presents factual information about tax and wage policy decisions with minimal editorializing, but the selective emphasis on cost figures ($1.9 billion tax impact) without contextual analysis of benefits or counterarguments, combined with the incomplete/corrupted final sentences, suggests subtle framing bias favoring a particular narrative perspective.",423,87
llama-sft-gt_government_run10,,,,llama-sft-gt,[government] run 10,,,0,"The article presents factual information about a city council tax proposal with specific numerical details and no apparent editorial framing, emotionally charged language, or advocacy for either supporting or opposing the measure.",420,58
llama-sft-gt_government_run11,,,,llama-sft-gt,[government] run 11,,,0,"The article presents factual information about a tax proposal with specific figures and planned allocations without loaded language, editorial commentary, or apparent favoritism toward either supporting or opposing the measure.",421,56
llama-sft-gt_government_run12,,,,llama-sft-gt,[government] run 12,,,0,"The article presents factual information about a government proposal in a straightforward manner, reporting the vote count, the proposer, the financial details, and the procedural requirements without loaded language, emotional framing, or editorial commentary.",425,66
llama-sft-gt_government_run13,,,,llama-sft-gt,[government] run 13,,,1,"The article contains subtle bias through repetitive framing of the 6-3 vote outcome and inconsistent statements about which proposals passed or failed, creating confusion that undermines clear factual reporting, while the inclusion of council members' concerns about homeowners provides some balance.",422,75
llama-sft-gt_government_run14,,,,llama-sft-gt,[government] run 14,,,1,"The article contains subtle bias through selective framing that emphasizes the city's concern for low-income residents while presenting the tax increase matter-of-factly, without discussing potential negative impacts or alternative viewpoints, and the fragmented structure with repeated references suggests incomplete or edited content that may not represent a fully balanced presentation.",423,85
llama-sft-gt_government_run15,,,,llama-sft-gt,[government] run 15,,,0,"The article presents factual information about a council vote, budget figures, and tax details in a straightforward manner without detectable editorial framing, loaded language, or advocacy for a particular viewpoint.",426,60
llama-sft-gt_government_run16,,,,llama-sft-gt,[government] run 16,,,0,"The article presents factual information about a property tax proposal in a neutral, straightforward manner without editorializing, loaded language, or favor toward either supporting or opposing the measure.",418,56
llama-sft-gt_government_run17,,,,llama-sft-gt,[government] run 17,,,1,"The article presents factual information about a vote and tax proposal with minimal editorializing, though the fragmented final sentences and copyright notation errors suggest incomplete editing that may affect clarity without introducing detectable bias toward either position.",425,64
llama-sft-gt_government_run18,,,,llama-sft-gt,[government] run 18,,,1,"The article contains subtle bias through incomplete reporting, excessive copyright notices obscuring content, and reliance on a single councilmember's perspective without presenting alternative viewpoints or the full context of the tax proposal debate.",423,63
llama-sft-gt_government_run19,,,,llama-sft-gt,[government] run 19,,,1,"The article contains subtle bias through selective emphasis on mayoral support and anticipated council approval while vaguely stating the initial plan 'wasn't enough,' and uses constructive framing of tax increases (funding schools, police, firefighters, healthcare) without presenting counterarguments or concerns about the 50 percent property tax increase.",422,87
llama-sft-gt_government_run20,,,,llama-sft-gt,[government] run 20,,,1,"The article presents factual information about the proposal and voting outcomes with mostly neutral language, but shows subtle bias through selective emphasis on potential obstacles to passage (midterm election timing, previous voter approval of the cap) while omitting counterarguments or context supporting the tax increase.",422,75
llama-sft-gt_immigration_run1,,,,llama-sft-gt,[immigration] run 1,,,2,"The article exhibits moderate bias through selective presentation of policy details, repetitive framing that emphasizes quick rejection procedures without hearing, incomplete sentences that obscure full context, and juxtaposition of a Trump-critical ruling without balanced explanation of the immigration policy's rationale or legal justification.",421,79
llama-sft-gt_immigration_run2,,,,llama-sft-gt,[immigration] run 2,,,1,"The article presents factual information about an immigration policy with largely neutral language, but the incomplete sentences and fragmented structure, combined with selective focus on the expedited timeline without explaining counterarguments or full policy context, creates subtle framing that leans toward emphasizing procedural efficiency over asylum protections.",420,81
llama-sft-gt_immigration_run3,,,,llama-sft-gt,[immigration] run 3,,,1,"The article presents the policy's stated intent neutrally but includes a framing clause ('but critics say') that introduces a counterargument without fully developing it, creating subtle imbalance in how the policy is characterized.",424,64
llama-sft-gt_immigration_run4,,,,llama-sft-gt,[immigration] run 4,,,2,"The article exhibits moderate bias through selective framing and loaded language—characterizing asylum policy as producing a 'faster influx' rather than neutral terminology, and emphasizing speed without presenting counterarguments or alternative perspectives on immigration policy effects.",419,68
llama-sft-gt_immigration_run5,,,,llama-sft-gt,[immigration] run 5,,,1,"The article presents factual information about immigration policy with mostly neutral language, but shows subtle bias through selective emphasis on 'major impact' and 'significant impact' without presenting counterarguments or alternative perspectives on the policy's effects.",423,67
llama-sft-gt_immigration_run6,,,,llama-sft-gt,[immigration] run 6,,,0,"The article presents factual information about immigration policy with neutral language, attribution to sources, and no detectable editorial framing, loaded language, or advocacy for either side of the immigration debate.",418,58
llama-sft-gt_immigration_run7,,,,llama-sft-gt,[immigration] run 7,,,2,"The article demonstrates moderate bias by selectively presenting critical perspectives on the 'Remain in Mexico' policy (experts, human rights advocates, former official concerns) while omitting substantive counterarguments or justifications for the policy, and using framing that emphasizes humanitarian concerns over border security rationales.",423,82
llama-sft-gt_immigration_run8,,,,llama-sft-gt,[immigration] run 8,,,1,"The article presents the Trump administration's stated rationale for the policy with minimal critical analysis or counterarguments, using language like 'intended to help curb' that accepts the administration's framing without questioning its effectiveness or humanitarian implications.",423,68
llama-sft-gt_immigration_run9,,,,llama-sft-gt,[immigration] run 9,,,2,"The article exhibits moderate bias by emphasizing critical perspectives (UN warnings about deaths, characterization of policy as restrictive) while omitting counterarguments or the rationale behind the policy, relying on loaded framing like 'expected to significantly reduce' claims without balanced context.",422,77
llama-sft-gt_immigration_run10,,,,llama-sft-gt,[immigration] run 10,,,1,"The article presents factual information about the policy with minimal bias, but the selective emphasis on civil rights condemnation without presenting counterarguments or the government's rationale for the policy creates subtle framing that leans critical of the policy.",419,69
llama-sft-gt_immigration_run11,,,,llama-sft-gt,[immigration] run 11,,,1,"The article presents factual information about the 'Remain in Mexico' policy with mostly neutral language, but subtly frames the policy's intent without presenting counterarguments or alternative perspectives on its effectiveness or humanitarian implications.",422,64
llama-sft-gt_immigration_run12,,,,llama-sft-gt,[immigration] run 12,,,1,"The article presents factual information about new immigration rules with minimal bias, though the selective inclusion of DHS's characterization of minors as 'vulnerable' (in quotes) and incomplete sentences suggest slight editorial choices in framing without fully developing counterarguments or alternative perspectives.",426,76
llama-sft-gt_immigration_run13,,,,llama-sft-gt,[immigration] run 13,,,1,"The article presents factual information about immigration policy with minimal editorial framing, though the selective focus on the backlog problem and migrants 'stranded' in Mexico contains subtle language choices that emphasize hardship without presenting counterarguments or alternative perspectives on the policy's rationale.",424,83
llama-sft-gt_immigration_run14,,,,llama-sft-gt,[immigration] run 14,,,2,"The article presents a selective framing that emphasizes concerns from immigration advocates while characterizing the policy's stated intent as insufficient, uses loaded language like 'do more harm than good' and 'separation of families,' and appears incomplete with truncation suggesting potential editorial issues.",421,75
llama-sft-gt_immigration_run15,,,,llama-sft-gt,[immigration] run 15,,,2,"The article demonstrates moderate bias through selective framing that emphasizes procedural restrictions while presenting a questionable causal link (Ebola outbreak justifying asylum policy changes) without critical examination or context, and the corrupted copyright tags suggest incomplete or manipulated source material.",428,74
llama-sft-gt_immigration_run16,,,,llama-sft-gt,[immigration] run 16,,,1,"The article presents factual information about immigration policy with mostly neutral language, but the incomplete sentences, copyright markers, and fragmented structure create an unclear narrative that could obscure the full context and implications of the policy being described.",425,65
